".rownames","X2.5.","X25.","X50.","X75.","X97.5.","tree","varnames","prior","model"
"Root...P.0.0.",0.018722,0.072803,0.1190145,0.172926,0.28868605,"iqtree","bristle_binary_v_an_binary","exp","dependent"
"Root...P.0.1.",0.112001975,0.29588675,0.359329,0.41907025,0.58526605,"iqtree","bristle_binary_v_an_binary","exp","dependent"
"Root...P.1.0.",0.10468295,0.275557,0.350172,0.40970025,0.539194,"iqtree","bristle_binary_v_an_binary","exp","dependent"
"Root...P.1.1.",0.063138,0.114674,0.156762,0.216452,0.401783025,"iqtree","bristle_binary_v_an_binary","exp","dependent"
"Lh",-84.968989075,-78.175744,-76.808491,-76.237467,-75.870197975,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"No.Off.Parmeters",1,2,2,2,2,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"No.Off.Zero",0,0,0,0,1,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"alpha1",0,0.018868,0.067971,0.182476,1.06415615,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"beta1",0.719589975,1.082571,1.2859075,1.496658,1.9389702,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"alpha2",0.000638,0.024547,0.079868,0.22328125,1.22400915,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"beta2",0.710742825,1.07975,1.284003,1.494765,1.934782,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.0.0.",0,0.002521,0.027178,0.118866,0.614681,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.0.1.",0,0.05038,0.1392625,0.195873,0.249853,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.1.0.",0.001906,0.063891,0.155739,0.21085,0.766518,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.1.1.",0.046643,0.34311875,0.638994,0.857529,0.991629,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"RJRates...Shape",0.197141975,0.4944605,0.681728,0.84298625,0.984152,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"RJRates...Scale",0.299330975,0.555718,0.71968,0.862274,0.986195,"iqtree","bristle_binary_v_an_binary","rjhp","independent"
"Lh",-60.9570242,-58.51963525,-57.9210965,-57.432489,-51.86550825,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"No.Off.Parmeters",1,1,1,1,2,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"No.Off.Zero",3,3,3,4,4,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"q12",0,0,0,0,0,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"q13",0,0,0,0,0,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"q21",1.89494495,2.60751675,3.078708,3.67373775,6.307269725,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"q24",1.84117385,2.59246275,3.0645135,3.6516305,6.186039025,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"q31",0,0,2.504752,3.24968975,5.4130064,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"q34",1.6192077,2.549162,3.027616,3.59988975,6.0115297,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"q42",1.369180875,2.402325,2.888216,3.39744325,4.505910025,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"q43",0,0,0,0,0,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.0.0.",0,0,0,0,0,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.0.1.",0.420226,0.440511,0.450728,0.762528,0.839171025,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.1.0.",0.004246,0.018801,0.432289,0.443796,0.460831,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.1.1.",0.077218975,0.109241,0.129684,0.18873,0.254108025,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"RJRates...Shape",0.23640095,0.600296,0.777096,0.90094725,0.990845,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"RJRates...Scale",0.495485975,0.74130675,0.855545,0.935968,0.994143,"iqtree","bristle_binary_v_an_binary","rjhp","dependent"
"Lh",-82.018301525,-78.62559075,-77.375291,-76.443688,-75.3921118,"exabayes","bristle_binary_v_an_binary","uniform","independent"
"alpha1",0.008449,0.09382875,0.2205355,0.42927325,1.10802815,"exabayes","bristle_binary_v_an_binary","uniform","independent"
"beta1",1.05325385,1.55804275,1.880243,2.24529425,3.07945805,"exabayes","bristle_binary_v_an_binary","uniform","independent"
"alpha2",0.009088,0.098552,0.2255385,0.42703325,1.03222805,"exabayes","bristle_binary_v_an_binary","uniform","independent"
"beta2",0.605136,0.98399275,1.233407,1.522205,2.188402375,"exabayes","bristle_binary_v_an_binary","uniform","independent"
"Root...P.0.0.",0.002756,0.042048,0.103886,0.192998,0.383487025,"exabayes","bristle_binary_v_an_binary","uniform","independent"
"Root...P.0.1.",0.009231,0.084255,0.164318,0.26817,0.499899,"exabayes","bristle_binary_v_an_binary","uniform","independent"
"Root...P.1.0.",0.01805,0.14843575,0.2626355,0.389234,0.629155025,"exabayes","bristle_binary_v_an_binary","uniform","independent"
"Root...P.1.1.",0.124828,0.264289,0.378558,0.522099,0.8153931,"exabayes","bristle_binary_v_an_binary","uniform","independent"
"Lh",-60.531058175,-56.6959255,-55.16569,-53.92216575,-52.136582775,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"q12",0.013475,0.158135,0.407329,0.99716425,7.79679559999999,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"q13",0.011768,0.137928,0.3486185,0.762127,2.947594025,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"q21",1.69408415,8.22587775,14.4794155,26.14663,75.8379045499999,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"q24",0.575266825,9.243497,29.5976265,59.56910525,95.386282125,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"q31",5.3284217,33.493257,54.823632,76.289683,97.491102675,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"q34",1.8374069,21.10159325,43.8188635,68.449584,96.42161045,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"q42",0.98905885,2.06801025,3.565307,6.7250325,15.604995525,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"q43",0.022125,0.25139175,0.6004375,1.18172925,3.168311325,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"Root...P.0.0.",0.033185,0.111363,0.166996,0.223749,0.3329,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"Root...P.0.1.",0.114779,0.235431,0.2962245,0.347534,0.473788,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"Root...P.1.0.",0.179824975,0.317512,0.37018,0.426485,0.556583025,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"Root...P.1.1.",0.073306975,0.121219,0.154167,0.196133,0.33033905,"exabayes","bristle_binary_v_an_binary","uniform","dependent"
"Lh",-81.77430055,-78.5049655,-77.294995,-76.3946895,-75.37769995,"exabayes","bristle_binary_v_an_binary","exp","independent"
"alpha1",0.00816,0.090708,0.212744,0.41397225,1.06223505,"exabayes","bristle_binary_v_an_binary","exp","independent"
"beta1",1.040088975,1.53515675,1.8517535,2.2105995,3.024584025,"exabayes","bristle_binary_v_an_binary","exp","independent"
"alpha2",0.00887797500000001,0.09591,0.219713,0.415552,1.0048314,"exabayes","bristle_binary_v_an_binary","exp","independent"
"beta2",0.597398,0.97146575,1.2182165,1.50209,2.158206025,"exabayes","bristle_binary_v_an_binary","exp","independent"
"Root...P.0.0.",0.002677,0.04101075,0.101676,0.190388,0.381599025,"exabayes","bristle_binary_v_an_binary","exp","independent"
"Root...P.0.1.",0.009037,0.083373,0.163229,0.266729,0.49954705,"exabayes","bristle_binary_v_an_binary","exp","independent"
"Root...P.1.0.",0.017842975,0.147611,0.261957,0.389056,0.629937025,"exabayes","bristle_binary_v_an_binary","exp","independent"
"Root...P.1.1.",0.12577695,0.26684075,0.382078,0.52644425,0.817879025,"exabayes","bristle_binary_v_an_binary","exp","independent"
"Lh",-58.9274399,-55.493043,-54.1433365,-53.064217,-51.618075925,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"q12",0.01371,0.15726575,0.3886495,0.83010275,2.970465375,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"q13",0.008351,0.097683,0.2450655,0.527378,1.86309425,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"q21",3.543982825,8.50742575,12.3365195,17.5824375,33.54263175,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"q24",0.326311625,3.22940225,6.7791445,12.217132,30.922034125,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"q31",0.926219575,7.59424425,14.818041,24.913277,51.312868625,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"q34",0.416148475,4.2530185,9.5600845,17.99973925,43.23542445,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"q42",0.888139975,1.57630975,2.0608915,2.72522425,5.2572613,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"q43",0.010843,0.124979,0.3079035,0.62998825,1.7496202,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"Root...P.0.0.",0.019397975,0.074653,0.121117,0.17531,0.2917,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"Root...P.0.1.",0.109145975,0.292188,0.35654,0.416207,0.581956,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"Root...P.1.0.",0.105888,0.276074,0.350212,0.410068,0.540860025,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"Root...P.1.1.",0.062753975,0.114531,0.157059,0.217744,0.405533025,"exabayes","bristle_binary_v_an_binary","exp","dependent"
"Lh",-84.569085025,-77.582176,-76.318978,-75.76709175,-75.409507,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"No.Off.Parmeters",1,2,2,2,2,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"No.Off.Zero",0,0,0,0,1,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"alpha1",0,0.018563,0.065803,0.17303425,1.0353391,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"beta1",0.7225649,1.082212,1.282247,1.49021825,1.92787615,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"alpha2",0.000634,0.023662,0.076218,0.206479,1.196671225,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"beta2",0.713837975,1.0796895,1.280444,1.488431,1.923752175,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.0.0.",0,0.002591,0.027033,0.115158,0.62933,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.0.1.",0,0.050919,0.139286,0.198875,0.253258,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.1.0.",0.001938,0.063334,0.151469,0.20973125,0.765704,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.1.1.",0.042626,0.359215,0.6448125,0.85900225,0.991662,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"RJRates...Shape",0.196948975,0.493614,0.680494,0.84234125,0.984015,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"RJRates...Scale",0.29891095,0.55421975,0.718545,0.86177425,0.986143,"exabayes","bristle_binary_v_an_binary","rjhp","independent"
"Lh",-60.77759325,-58.36069425,-57.76629,-57.28315575,-51.864464775,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"No.Off.Parmeters",1,1,1,1,2,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"No.Off.Zero",3,3,3,4,4,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"q12",0,0,0,0,0,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"q13",0,0,0,0,0,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"q21",1.866376975,2.56586475,3.0273,3.607174,6.15258505,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"q24",1.80953795,2.550207,3.0127235,3.584582,6.01718947499999,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"q31",0,0,2.46442,3.198886,5.27236615,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"q34",1.605606925,2.51114675,2.9803205,3.53970325,5.863792,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"q42",1.377178725,2.3776195,2.8519125,3.352826,4.4487012,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"q43",0,0,0,0,0,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.0.0.",0,0,0,0,0,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.0.1.",0.422443,0.44559,0.458915,0.767577,0.842501,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.1.0.",0.003882,0.017056,0.4296595,0.438291,0.457908025,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.1.1.",0.077687,0.108395,0.128889,0.185538,0.251950025,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"RJRates...Shape",0.235385975,0.598262,0.7755155,0.900452,0.990783,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"RJRates...Scale",0.492138,0.738349,0.853773,0.934928,0.993996,"exabayes","bristle_binary_v_an_binary","rjhp","dependent"
"Lh",-104.9871471,-101.758491,-100.6315175,-99.85195675,-99.120019775,"hybrid28S","bristle_binary_v_an_binary","uniform","independent"
"alpha1",0.024380975,0.19476,0.376151,0.62647,1.334187025,"hybrid28S","bristle_binary_v_an_binary","uniform","independent"
"beta1",0.908324,1.313915,1.568506,1.854806,2.5090833,"hybrid28S","bristle_binary_v_an_binary","uniform","independent"
"alpha2",0.021021975,0.158064,0.3019135,0.500511,1.058321275,"hybrid28S","bristle_binary_v_an_binary","uniform","independent"
"beta2",0.60776095,0.932733,1.142218,1.381137,1.923503025,"hybrid28S","bristle_binary_v_an_binary","uniform","independent"
"Root...P.0.0.",0.0119,0.110922,0.204002,0.302883,0.4710651,"hybrid28S","bristle_binary_v_an_binary","uniform","independent"
"Root...P.0.1.",0.024736975,0.134187,0.2126735,0.31002,0.53572105,"hybrid28S","bristle_binary_v_an_binary","uniform","independent"
"Root...P.1.0.",0.031491,0.163932,0.2511665,0.353243,0.5868391,"hybrid28S","bristle_binary_v_an_binary","uniform","independent"
"Root...P.1.1.",0.090075,0.181018,0.260142,0.36791425,0.655743025,"hybrid28S","bristle_binary_v_an_binary","uniform","independent"
"Lh",-76.20328315,-72.41288875,-70.966805,-69.885731,-68.41184095,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"q12",0.011451,0.125124,0.293516,0.58969025,2.52636464999999,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"q13",0.015172,0.169969,0.4153005,0.8926245,3.5673403,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"q21",0.968484875,6.62559675,11.935458,20.1077375,54.874730575,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"q24",2.787863925,20.1254745,42.221013,67.6718105,96.41868315,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"q31",3.6024618,26.26582725,46.8519545,69.5869085,96.4526745,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"q34",1.77704235,19.40159925,42.032081,66.958758,96.184633675,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"q42",0.958738975,2.12415975,3.539362,5.76644575,11.8621645,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"q43",0.06687595,0.47115375,0.905138,1.5266485,3.605044125,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"Root...P.0.0.",0.040691975,0.124165,0.180306,0.237644,0.34851305,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"Root...P.0.1.",0.120612,0.236247,0.306486,0.364843,0.506684025,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"Root...P.1.0.",0.166745925,0.324208,0.382659,0.441307,0.569563025,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"Root...P.1.1.",0.066265,0.102139,0.126163,0.15544,0.24249505,"hybrid28S","bristle_binary_v_an_binary","uniform","dependent"
"Lh",-104.78508635,-101.66067525,-100.570915,-99.8183995,-99.11238895,"hybrid28S","bristle_binary_v_an_binary","exp","independent"
"alpha1",0.023349,0.188381,0.364988,0.60804625,1.29292815,"hybrid28S","bristle_binary_v_an_binary","exp","independent"
"beta1",0.898241775,1.29859525,1.5499635,1.833091,2.47698,"hybrid28S","bristle_binary_v_an_binary","exp","independent"
"alpha2",0.020538,0.15456075,0.2954365,0.489482,1.03485515,"hybrid28S","bristle_binary_v_an_binary","exp","independent"
"beta2",0.601548875,0.92314,1.130682,1.36712725,1.901168,"hybrid28S","bristle_binary_v_an_binary","exp","independent"
"Root...P.0.0.",0.011519,0.108448,0.201173,0.300179,0.469667,"hybrid28S","bristle_binary_v_an_binary","exp","independent"
"Root...P.0.1.",0.024136975,0.133036,0.211937,0.30980225,0.535825,"hybrid28S","bristle_binary_v_an_binary","exp","independent"
"Root...P.1.0.",0.031202,0.163434,0.251314,0.354398,0.587499075,"hybrid28S","bristle_binary_v_an_binary","exp","independent"
"Root...P.1.1.",0.090617975,0.182831,0.262908,0.371545,0.66014905,"hybrid28S","bristle_binary_v_an_binary","exp","independent"
"Lh",-74.542674625,-71.19885225,-69.8998375,-68.867122,-67.498958975,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"q12",0.009923,0.11236975,0.2713875,0.554469,1.78220435,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"q13",0.009533,0.1093,0.270412,0.57320625,1.984526,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"q21",2.66002335,7.9418875,11.679421,16.49054725,30.290178975,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"q24",1.18033395,5.98101625,10.2700045,16.345172,36.273224325,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"q31",0.7937374,6.98062775,13.6023005,22.64942975,47.27220985,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"q34",0.483261975,4.511542,9.642112,17.64285625,42.564000325,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"q42",0.764617725,1.398303,1.8509845,2.46840025,4.6314068,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"q43",0.036893975,0.243464,0.4802215,0.836195,1.96080435,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"Root...P.0.0.",0.020368,0.07588575,0.122531,0.177327,0.298133025,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"Root...P.0.1.",0.172519,0.332677,0.3884615,0.450504,0.6207971,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"Root...P.1.0.",0.09612,0.276104,0.355075,0.412953,0.536068025,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"Root...P.1.1.",0.056392,0.093718,0.122627,0.162258,0.2872851,"hybrid28S","bristle_binary_v_an_binary","exp","dependent"
"Lh",-106.7395286,-105.029692,-104.795081,-99.918578,-99.276856975,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"No.Off.Parmeters",1,1,1,2,2,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"No.Off.Zero",0,0,0,0,1,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"alpha1",0.000657975000000006,0.166113,0.623278,0.888067,1.237473175,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"beta1",0.616018,0.84990075,1.0199075,1.22109,1.622699075,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"alpha2",0.004844,0.17255775,0.6363055,0.893251,1.247269025,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"beta2",0.611111975,0.847764,1.017795,1.21896425,1.618637025,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.0.0.",0,0.114038,0.5448555,0.609517,0.625128,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.0.1.",0.00201797500000001,0.167882,0.173695,0.22349,0.249991,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.1.0.",0.014551975,0.168106,0.173988,0.226203,0.376154049999996,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"Root...P.1.1.",0.043824,0.048082,0.0678205,0.384157,0.917312,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"RJRates...Shape",0.19984195,0.527029,0.7155265,0.865205,0.986953025,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"RJRates...Scale",0.279741,0.53694875,0.705923,0.854795,0.98535,"hybrid28S","bristle_binary_v_an_binary","rjhp","independent"
"Lh",-79.477707225,-73.473294,-71.561545,-70.0376,-68.43357095,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"No.Off.Parmeters",2,2,2,2,3,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"No.Off.Zero",1,2,2,2,3,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"q12",0,0,0,0,0.712844075,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"q13",0,0,0,0,0.803443125,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"q21",2.486805675,4.849905,5.85479,6.981071,9.64965097499999,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"q24",0,4.11311925,5.4669825,6.66448475,9.305038075,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"q31",0,4.60540775,5.7222535,6.890056,9.607150625,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"q34",0,4.209488,5.5780995,6.8084805,9.554821125,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"q42",0.477624975,0.730395,0.9038365,1.1306,2.51134405,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"q43",0,0.624027,0.816075,1.00636525,1.425974075,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.0.0.",0,0,0,0,0.194504025,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.0.1.",0,0.43567675,0.461295,0.473728,0.846659025,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.1.0.",0,0.40414775,0.459864,0.471479,0.792103,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"Root...P.1.1.",0.038038,0.065616,0.08493,0.122989,0.241096025,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"RJRates...Shape",0.3750488,0.694389,0.832342,0.92618025,0.993295,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
"RJRates...Scale",0.63157095,0.830291,0.90886,0.96038,0.996401,"hybrid28S","bristle_binary_v_an_binary","rjhp","dependent"
